message,label
"Ni [en voz esterma] - estoy estudiando. ¡Todo bien conmigo! No estoy seguro de que la cosa se resuelva, aunque. De todos modos. Que tengas un fabuloso Hols",ham
"Ven, es.",ham
Acabo de cocinar un salmón bastante agradable a la,ham
& lt;#& gt;  Mins pero tuve que parar en algún lugar primero.,ham
"Date prisa, he sido deficiente en malezas durante tres días",ham
No te pierdas estos divertidos videos de animales,1
No te pierdas las imágenes más divertidas,1
"Confía en mí. Incluso si no está allí, está ahí.",ham
¿Cómo se enteró de una manera que no incluía todos estos detalles?,ham
Felicidades obtuviste la beca,0
Protege tu auto con nuestro seguro,1
¿Cuándo puede salir Ü?,ham
Descubra las claves para un negocio exitoso,1
Protege tu negocio con nuestro seguro para PyMEs,1
Bonus de HMV Especial 500 libras de cupones de HMV genuinos que se ganarán. Simplemente responda 4 preguntas fáciles. ¡Juega ahora! Enviar HMV al 86688 Más información: www.100 porcent--real.com,spam
Tu nueva clave ya está operativa,0
Hola feliz cumpleaños ...,ham
Proteja su hogar con nuestras cámaras de seguridad,1
Te estamos esperando en la reunión de Manana,0
"MSG gratuito: facturamos su número de teléfono móvil por error desde el código corto 83332. Por favor, llame al 08081263000 para que se reembolsen los cargos. Esta llamada estará libre de un teléfono fijo de BT",spam
"¿Eso es un poco raro, incluso?- ¿Dónde se supone que está sucediendo? Pero buena idea, ¡seguro que estarán en el pub!",ham
Kallis está listo para el bate en segunda entrada,ham
Perdón por que este es el teléfono de mi compañero y no lo escribí amor kate,ham
No de. Pero llámame después de un tiempo. Te lo diré k,ham
Invierta en acciones y multiplique su capital,1
"Hola, quiero ser tu gurú de estilo",1
"Inglaterra V Macedonia - No se pierda las metas/noticias del equipo. TXT UR Equipo nacional a 87077 EG Inglaterra a 87077 Try: Gales, Escocia 4TXT/Ú1.20 POBOXOX36504W45WQ 16+",spam
"Entonces, ¿me estás diciendo que podría haber sido tu verdadero San Valentín y no? ¡Nunca me eliges por nada!",ham
Confirme su registro en el seminario,0
¡GRATIS para la primera semana! No1 Nokia Tone 4 Ur Mob cada semana solo txt Nokia a 87077 Obtén txting y dígale a sus compañeros. Zed POBOX 36504 W45WQ Norm150p/Tone 16+,spam
¿Cómo está tu papel?,ham
Voy a arrancar mi útero.,ham
¿Puede ü llamarme a las 10:10 para asegurarme de que me haya despertado ...,ham
Yo chad ¿Qué clase de gimnasia quieres tomar? El sitio dice que la clase de cristianos está llena.,ham
Unete a nuestro programa de afiliados y gana dinero extra,1
Su cuenta se ha mejorado con nuevas funciones,0
Delhi y Chennai todavía en silencio.,ham
"Hola, soy tu vecino y necesito un favor",0
Concursa por entradas VIP al estreno,1
"Oh, todos tienen que venir, ah?",ham
O simplemente haz eso 6 veces,ham
"Waqt se pehle o naseeb se zyada kisi ko kuch nahi milta, zindgi wo nahi he Jo hum sochte hai zindgi wo hai Jo ham jetey hai ..........",ham
"¡Últimos artículos que se ofrecen, agregue su carrito!",1
Muy bueno :) dhanush rocks una vez más :),ham
Y lei?,ham
Tu paquete está en camino,0
"Finalmente, el partido se dirige hacia el dibujo como su predicción.",ham
Rejuvenece tu cara con nuestro suero antienvejecimiento,1
Miserable. No te dicen que los efectos secundarios del control de la natalidad son calambres de desajustes intestinales masivos durante los primeros 2 meses. No dormí en absoluto anoche.,ham
"Nada más que nosotros solo te preguntarías porque tú Ba Gua ... pero fuimos a Mt Faber, yest ... Jus ya salió, así que hoy no sale ... solo llame lor ...",ham
Ya no hay necesidad de la droga.,ham
"Aún así, no lo he revisado. . .",ham
"Hola, ¿programamos esa llamada pendiente?",0
"Hemos recibido su solicitud, nos comunicaremos con usted pronto",0
Estoy en la oficina :) ¿Cuál es lo que me pasa ahora?,ham
Que tengas un buen día hoy. Te amo tanto.,ham
"Simonwatson5120 lo superó en el SHINCO DVD Plyr. 2 Oferta nuevamente, visite SMS. AC/SmsRewards 2 Notificaciones de oferta final, Respuesta Terminar",spam
Lo haré una vez que llegue a casa,ham
¿Cinema Plus Drink Apela tomo? * Es un thriller de FR del director que me gusta en Mac a las 8.30.,ham
Puedes llamar ahora ...,ham
"¡Dios creó la brecha por los dedos, por lo que Dat Sum1 Vry Special llenará esos vacíos sosteniendo sus manos ... ahora, por favor, no le pregunte, creó tanto espacio entre las piernas!",ham
"Morir ... Eliminé accidentalmente E MSG, supongo que 2 Pon en E SIM Archive. Haiz ... estoy tan triste ...",ham
Ü Diga hasta que me guste comprar Ericsson Oso no puede oredi lar ...,ham
Este es un recordatorio de su cita de peluquería,0
Esposa. ¿Cómo sabía exactamente el momento del asesinato?,ham
Hola chicas ... ¿Todos quieren conocer 4 cenas en Nìte?,ham
Haga clic para ver este increíble video,1
"Muy dolor y líneas significativas nunca: ""Comprometí todo por mi amor, pero al final de mi amor me comprometió por todo :-("" .. Gud Mornin :-)",ham
No estoy seguro del menú nocturno. . . Solo sé sobre el menú del mediodía,ham
Alerta de llamadas perdidas. Estos números llamaron pero no dejaron ningún mensaje. 07008009200,spam
"Gracias por su suscripción a Ringtone UK a su móvil se le cobrará £ 5/mes, confirme respondiendo sí o no. Si responde no, no se le cobrará",spam
Sepa cómo protegemos sus datos,0
Uf a la gente de Asus no hace un reformato al azar.,ham
Su opinión sobre nuestro servicio nos interesa,0
Ella está respondiendo. ¿Boye ha cambiado su número de teléfono?,ham
Informamos nuestros nuevos horarios,0
Este es un aviso de su banco,0
Lamentamos informarle que su crédito no ha sido aprobado,0
Estoy en clase. Holla más tarde,ham
Dile a tus amigos lo que planeas hacer en el día de San Valentín @ & lt; url & gt;,ham
Tu cuenta ha sido activada exitosamente,0
Ok genial. Verte entonces.,ham
Buenas noches querida .. Sleepwell & amp; Cuídate,ham
Apoyar esta noble causa con su contribución,0
Me alegro de ver tu respuesta.,ham
cthen i thk shd b enuff .. todavía obtuve conclusión n contenido pg n referencias ... haré da da contenidos pg n cubre pg ..,ham
Tu cupón fiscal está listo para ser descargado,0
"Estoy viendo House, muy entretenida, estoy obteniendo todo el asunto de Hugh Laurie, incluso con el palo, de hecho especialmente con el palo.",ham
Has otorgado £ 50 para jugar 4 efectivo instantáneo. Llame al 08715203028 para reclamar. Cada noveno jugador gana min £ 50- £ 500. Optout 08718727870,spam
"Sé que estás pensando en la malaria. Pero relajarse, los niños no pueden manejar la malaria. Ella habría sido peor y su gastroenteritis. Si toma lo suficiente para reemplazar su pérdida, su temperatura reducirá. Y si le das medicamentos para la malaria ahora, simplemente vomitará. Es una enfermedad autónoma que tiene, lo que significa que en unos días se detendrá por completo",ham
Deberías hacer una lista de FB,ham
Entonces ü Come n elige a 530 AR?,ham
"Fantasías de Live Hot Llame ahora 08707509020 solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada de tarifa nacional",spam
Llame al número que está disponible en la cita. Y pida conectar la llamada a Waheed Fathima.,ham
Oh ic. Pensé que te referías a Mary Jane.,ham
Obtén un seguro de vida sin exámenes médicos,1
"Gracias, ganador notificado por SMS. ¡Buena suerte! No hay futuras respuestas de marketing parada a 84122 Servicios al cliente 08450542832",spam
El trabajo de redes está ahí.,ham
"Sí, la siguiente parada.",ham
Hola quiero ser tu gurú de estilo,1
Aproveche las ofertas de fin de semana,1
Ok lor gracias ... ü en la escuela?,ham
Hola feliz cumpleaños. Hola hola hola hola hola hola,ham
"Sí, está en Paragon ... No he decidido si todavía 2 cortadas ... ji ...",ham
¡Hurra! Es mejor que tampoco le hayas dicho eso a otras 5 chicas.,ham
¿Cuándo llegaste a la biblioteca?,ham
"Seguro que gran hombre. Tengo elecciones de hockey a las 6, aunque no debería pasar más de una hora",ham
Puede hacer para ...,ham
Verifica tu suscripción haciendo clic en el enlace,1
Dude acaba de ver un auto estacionado con su techo solar apareciendo. Sux,ham
"""¡Alrite Hunny! ¡¿¡¡¿¡¡¿¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡",ham
Hemos extendido tu garantía sin costo adicional,0
Ja ha ja genial chikku chikku:-):-db-),ham
Hola soy tu asesor financiero personal,1
Gana boletos para el concierto del año,1
Apoya esta causa solidaria con tu aporte,1
Su maleta llegará al próximo vuelo,0
"No he encontrado una manera de obtener otra aplicación para su teléfono, ¿eh? ¿Irán al café de la red? ¿Tomaste ese trabajo? Geeee te necesito nena. Anhelo verte ...",ham
Va bien ... no hay problema ... pero todavía necesito poca experiencia para comprender la voz de los clientes estadounidenses ...,ham
Estoy en tu oficina na.,ham
"Hmmmm., ¿no tenemos abridor?",ham
"Verdadero. Es pasable. Y si obtienes un puntaje alto y solicita un doctorado, obtienes 5 años de salario. Entonces hace la vida más fácil.",ham
"Chinatown consiguió gachas de gachas, arroz Claypot, pastel de ñame, cabeza de pescado Beehoon ... O comemos barato Den Go Cafe n Tok o Go NYDC o algo ...",ham
Estoy en el autobús. Te amo,ham
Este es un recordatorio de su reserva en nuestro restaurante.,0
Obtenga acceso temprano a nuestras ventas,1
Solo me obligé a comer una porción. Realmente no tengo hambre. Esto apesta. Mark se está preocupando. Él sabe que estoy enfermo cuando rechace la pizza. Jajaja,ham
"Sin prisa. No estoy trabajando. Estoy en la escuela, así que si nos apresuramos a tener hambre.",ham
No sé los detalles de la cuenta ... le preguntaré a mi madre y te enviaré. Mi mamá está fuera de su alcance ahora.,ham
Invierte en bonos gubernamentales hoy,1
"Espera, eso todavía no está tan claro, ¿no estaba seguro de que yo fuera sarcástico o por eso X no quiere vivir con nosotros?",ham
¡Tengo una cita el domingo con voluntad!,ham
Atesoraré cada momento que pasemos juntos ...,ham
Seleccione su método de pago,0
"Pregunta impresionante con una linda respuesta: alguien le preguntó a un niño ""¿Cómo es tu vida?"" . . Él sonrió y amp; Respondido :. . ""¡Ella está bien!"" Gudnita",ham
Guardemos más vidas con su donación,0
Alimentar su cerebro con nuestro entrenamiento cognitivo,1
No hay un drama por favor he tenido suficiente de usted y de su familia mientras estoy luchando en el sol caliente en un lugar extraño. No hay razón por la que debería haber un ego de no ir 'si no invitado' cuando en realidad es necesario ir. Redactar por repeticiones muy serias.,ham
Gane comisiones que promuevan nuestros servicios,1
Hola quiero compartir contigo esta oportunidad unica,1
Prueba este reto viral y comparte tus resultados,1
Descubre las empresas top para invertir,1
Pasó aquí mientras te aventuraste,ham
Tu comprobante de retención está listo,0
Descubre los secretos para el cabello hermoso,1
"Hola, soy un príncipe nigeriano y necesito tu ayuda",1
"No. Sí, por favor. ¿He estado nadando?",ham
Bien. ¿Crees que podrías enviarme algunas pix? Me encantaría ver tu superior e inferior ...,ham
K Entonces 2 Rarrow estás llegando a clase.,ham
¡Es una pena! ¿Quizás CLD se reúne para pocas horas Tomo?,ham
"Estoy en Tirupur Da, una vez que comenzaste desde la oficina, llámame.",ham
"Hola, hola, hola, lo siento, me tomó tanto tiempo Responder. Dejé el móvil en amigos en Lancaster, solo lo conseguí bak neway, lo siento, no pude hacer tu B Day 2 Hun!",ham
¿Cómo estás con dinero ... como para ti ... el dinero no es una cosa ... ¡cómo estás Sha!,ham
Conozca a Hot Single en su área,1
No sé lei ... yo me mudosa salir para salir ... neva le pregunto todavía ...,ham
"Quería desearles un feliz año nuevo y quería hablar con usted sobre algunos consejos legales para hacer cuando Gary y yo nos separamos pero en persona. Haré un viaje a PTBO para eso. Espero que todo esté bien contigo, nena y te amo :)",ham
Gane un año suministro de CDS 4 Una tienda de Ur Choice por valor de £ 500 e ingrese nuestro sorteo semanal de £ 100 Música TXT a 87066 TS y CS www.ldew.com.subs16+1win150ppmx333,spam
Ayúdanos mejor con tus sugerencias,0
¿Qué es el de hoy?,ham
K. Lo enviaré de nuevo,ham
"Oye, ¿estás enojado conmigo? Respondme dr.",ham
Llego tarde. Estaré allí en,ham
Domina el arte de hablar en publico,1
Evita la suspensión renueva tu licencia,1
Con mi hermana lor ... Juz vimos trabajo italiano.,ham
K.K :) ¿Cuándo vas?,ham
Carlos dice que estará en MU in & lt;#& gt;  minutos,ham
K.K :) Avance feliz pongal.,ham
"""Petey Boy Whereare You ME y TODOS TUS AMIGOS EN THEKINGHEAD BAJO SI CONSLUGAS NIC""",ham
Gracias por postular la suerte en tu búsqueda,0
"Hola, soy tu entrenador personal virtual",1
En el aparcamiento,ham
"Hola, solo quería saber como has estado",0
Necesitamos verificar tu identidad por favor contáctanos,1
Su compra ya está lista para retirarse,0
"Tienes razón. Mientras tanto, ¿cómo?",ham
¿Está su papel en E por la mañana o popa TMR?,ham
Aproveche nuestros préstamos con bajo interés,1
Muchos más retornos felices del día. Te deseo feliz cumpleaños.,ham
"Urgente, este es nuestro segundo intento de contactar a U. Su premio de £ 900 de ayer todavía está esperando la colección. Para reclamar llame ahora 09061702893",spam
De acuerdo.,ham
"Entonces, ¿tu opinión lo abt y cómo es el carácter?",ham
"Gracias por su interés, nos comunicaremos con usted pronto",0
"¡Hola mi amor! ¿Cómo va ese día? Le deseo a su bebé bien y fino y espero que encuentres algunas perspectivas de trabajo. Te extraño, boytoy ... *un beso burlón *",ham
"Quiero mostrarte el mundo, princesa :) ¿Qué tal Europa?",ham
"Ok, ¿cómo estás? Llamaste a Chechi",ham
"Una vez gratis, llámame señor.",ham
"Muy bien, saldré en unos minutos, envíame un mensaje de texto donde conocerte",ham
Elija entre débito o crédito,0
Te había hecho una pregunta algunas horas antes. Su respuesta,ham
Proporciona esperanza patrocinando a un niño,0
¿Encontraste una niñera para Kaitlyn? Estuve enfermo y dormí todo el día ayer.,ham
"Uh, te dirige no nos queda mucho",ham
¿Quieres reír? ¡Prueba chit-chat en tu móvil ahora! Iniciar sesión txtando la palabra: chatear y enviarla al no: 8883 cm PO Box 4217 Londres W1A 6ZF 16+ 118P/MSG RCVD,spam
¿Existe el próximo viernes es Leave For Pongal? ¿Recibes alguna noticia de tu lugar de trabajo?,ham
"Incluso si él mi amigo es un sacerdote, llámalo ahora",ham
Evite cortar hoy,0
"Dices lo que pase, no me comportes así. Ok no es necesario decir",ham
LOL ¡Ahora estoy después de ese globo de aire caliente!,ham
Elige el plan a tu medida,0
Gracias por tu fidelidad,0
Ya muy bonito. . .Be listo el jueves,ham
Apoya esta noble causa con tu aporte,0
